journal_no,journal_accreditation,journal_url
42,The Indonesian Biomedical Journal,http://inabj.org/index.php/ibj
43,Medical Journal of Indonesia,http://mji.ui.ac.id/journal/index.php/mji
44,Indonesian Aquaculture Journal,http://ejournal-balitbang.kkp.go.id/index.php/iaj
45,"Wacana, Journal of the Humanities of Indonesia",http://wacana.ui.ac.id
46,Molekul : Jurnal Ilmiah Kimia,https://ojs.jmolekul.com/ojs/index.php/jm
47,SAINS TANAH - Journal of Soil Science and Agroclimatology,http://jurnal.fp.uns.ac.id/index.php/tanah/index
48,Journal of Indonesian Islam,http://jiis.uinsby.ac.id/index.php/JIIs/index
49,Indonesian Journal of Pharmacy ,http://indonesianjpharm.farmasi.ugm.ac.id/index.php/3
50,TEFLIN Journal,http://journal.teflin.org/index.php/journal
51,International Journal of Power Electronics and Drive Systems,http://iaesjournal.com/online/index.php/IJPEDS
52,International Journal on Electrical Engineering and Informatics,http://www.ijeei.org/
53,Kesmas: Jurnal Kesehatan Masyarakat Nasional,http://journal.fkm.ui.ac.id/kesmas/issue/archive
54,ACTA MEDICA INDONESIANA,http://www.actamedindones.org/index.php/ijim
55,Jurnal Manajemen Hutan Tropika,http://journal.ipb.ac.id/index.php/jmht/
56,Microbiology Indonesia,http://jurnal.permi.or.id/index.php/mionline
57,Journal of ICT Research and Applications,http://journals.itb.ac.id/index.php/jictra/index
58,Squalen Bulletin of Marine and Fisheries Postharvest and Biotechnology,http://www.bbp4b.litbang.kkp.go.id/squalen-bulletin/index.php/squalen
59,Jurnal Respirologi Indonesia,http://jurnalrespirologi.org/2015/07/
60,Paramita: Historical Studies Journal,http://journal.unnes.ac.id/nju/index.php/paramita
61,Electronic Journal of Graph Theory and Applications,http://www.ejgta.org/index.php/ejgta
62,Kukila,http://kukila.org/index.php/KKL
63,International Journal of Technology,http://www.ijtech.eng.ui.ac.id/old/index.php/journal
64,Critical Care and Shock,http://criticalcareshock.org/
65,Forum Penelitian Agro Ekonomi,http://ejurnal.litbang.pertanian.go.id/index.php/fae
66,Jurnal Aplikasi Manajemen,http://jurnaljam.ub.ac.id/index.php/jam/index
67,Jurnal Penelitian Pascapanen Pertanian,http://ejurnal.litbang.pertanian.go.id/index.php/jpasca
68,Jurnal Agronomi Indonesia (Indonesian Journal of Agronomy),http://journal.ipb.ac.id/index.php/jurnalagronomi
69,Berita Biologi,http://e-journal.biologi.lipi.go.id/index.php/berita_biologi
70,Jurnal Ekologi Kesehatan,http://ejournal.litbang.depkes.go.id/index.php/jek/issue/archive
71,Riset Akuntansi dan Keuangan Indonesia,http://journals.ums.ac.id/index.php/reaksi
72,Marine Research In Indonesia,http://mrijournal.or.id/index.php/MRI
73,KEMAS : Jurnal Kesehatan Masyarakat,http://journal.unnes.ac.id/nju/index.php/kemas
74,Buletin Plasma Nutfah,http://ejurnal.litbang.pertanian.go.id/index.php/bpn
75,Jurnal Ilmu Teknologi Kayu Tropis,http://ejournalmapeki.org/index.php/JITKT
76,JOIN (Jurnal Online Informatika),http://join.if.uinsgd.ac.id/index.php/join
77,Buletin Penelitian Tanaman Rempah dan Obat,http://ejurnal.litbang.pertanian.go.id/index.php/bultro
78,Analisis Kebijakan Pertanian,http://ejurnal.litbang.pertanian.go.id/index.php/akp
79,Biosfer: Jurnal Pendidikan Biologi,http://journal.unj.ac.id/unj/index.php/biosfer/index
80,Tadris: Jurnal keguruan dan Ilmu Tarbiyah,http://ejournal.radenintan.ac.id/index.php/tadris
81,Jurnal Ilmu Pendidikan,http://journal.um.ac.id/index.php/jip
82,Journal of Tropical Soils,http://journal.unila.ac.id/index.php/tropicalsoil/index
83,EKUITAS : Jurnal Ekonomi dan Keuangan,https://ejournal.stiesia.ac.id/ekuitas
84,Jurnal Ilmiah Pendidikan Fisika Al-Biruni,http://ejournal.radenintan.ac.id/index.php/al-biruni/index
85,Jurnal Agro Ekonomi,http://ejurnal.litbang.pertanian.go.id/index.php/jae
86,Jurnal PEKOMMAS,https://jurnal.kominfo.go.id/index.php/pekommas/index
87,The South East Asian Journal of Management,http://journal.ui.ac.id/tseajm
88,International Journal on Emerging Mathematics Education,http://journal.uad.ac.id/index.php/IJEME/index
89,Jurnal Wilayah dan Lingkungan,http://ejournal2.undip.ac.id/index.php/jwl
90,Jurnal Pendidikan Ekonomi & Bisnis (Edisi Elektronik),http://journal.unj.ac.id/unj/index.php/jpeb/index
91,LITERA,http://journal.uny.ac.id/index.php/ litera
92,Jurnal Pascapanen dan Bioteknologi Kelautan dan Perikanan,http://www.bbp4b.litbang.kkp.go.id/jurnal-jpbkp/index.php/jpbkp/index
93,Jurnal Teknologi Lingkungan,http://ejurnal.bppt.go.id/index.php/JTL/issue/archive
94,Al-Iqtishad : Jurnal Ilmu Ekonomi Syariah (Journal of Islamic Economics),http://journal.uinjkt.ac.id/index.php/iqtishad
95,Majalah Geografi Indonesia,https://jurnal.ugm.ac.id/mgi
96,Jurnal ASET (Akuntansi Riset),http://ejournal.upi.edu/index.php/aset
97,Jurnal Ilmiah Perikanan dan Kelautan,https://e-journal.unair.ac.id/JIPK
98,SCIENTIFIC DENTAL JOURNAL,http://www.scidentj.com/
99,Jurnal Legislasi Indonesia,http://e-jurnal.peraturan.go.id/index.php/jli/index
100,Jurnal Pendidikan dan Kebudayaan,http://jurnaldikbud.kemdikbud.go.id/index.php/jpnk
101,Jurnal Pendidikan Teknologi dan Kejuruan,https://journal.uny.ac.id/index.php/jptk
102,Journal of Southeast Asian Human Rights,https://jurnal.unej.ac.id/index.php/JSEAHR
103,Jurnal Ilmiah Aplikasi Isotop dan Radiasi (A Scientific Journal for the Applications of Isotopes and Radiation),http://jurnal.batan.go.id/index.php/jair
104,Jurnal Konseling dan Pendidikan,http://jurnal.konselingindonesia.com/index.php/jkp
105,Buletin Palawija,http://ejurnal.litbang.pertanian.go.id/index.php/bulpa/issue/archive
106,Indonesian Journal of Sustainability Accounting and Management ,http://unpas.id/index.php/ijsam
107,Antropologi Indonesia,http://journal.ui.ac.id/index.php/jai/index
108,Media Penelitian dan Pengembangan Kesehatan,http://ejournal.litbang.depkes.go.id/index.php/MPK
109,Jurnal Ilmu Komputer dan Informasi,http://jiki.cs.ui.ac.id/index.php/jiki
110,JRAMathEdu (Journal of Research and Advances in Mathematics Education),http://journals.ums.ac.id/index.php/jramathedu/index
111,Nadwa : Jurnal Pendidikan Islam,http://journal.walisongo.ac.id/index.php/Nadwa
112,Jurnal The Messenger,http://journals.usm.ac.id/index.php/the-messenger/index
113,Automotive Experiences,http://journal.ummgl.ac.id/index.php/AutomotiveExperiences/index
114,Indonesian Journal of Urban and Environmental Technology,https://www.trijurnal.lemlit.trisakti.ac.id/urbanenvirotech
115,Jurnal Geografi,http://jurnal.unimed.ac.id/2012/index.php/geo
116,JPBI (JURNAL PENDIDIKAN BIOLOGI INDONESIA),http://ejournal.umm.ac.id/index.php/jpbi/index
117,Al-Jabar: Jurnal Pendidikan Matematika,http://ejournal.radenintan.ac.id/index.php/al-jabar/index
118,Jurnal Teknik Industri,http://ejournal.umm.ac.id/index.php/industri
119,Buletin Palma,http://ejurnal.litbang.pertanian.go.id/index.php/palma
120,Jurnal Kependidikan: Penelitian Inovasi Pembelajaran,http://journal.uny.ac.id/index.php/jk
121,Nyimak : Journal of Communication,http://jurnal.umt.ac.id/index.php/nyimak
122,Jurnal PIKOM (Penelitian Komunikasi dan Pembangunan),https://jurnal.kominfo.go.id/index.php/jpkp
123,Jurnal Elemen Program Studi Pendidikan Matematika STKIP Hamzanwadi Selong,http://e-journal.hamzanwadi.ac.id/index.php/jel
124,Jurnal Penyuluhan,http://journal.ipb.ac.id/index.php/jupe
125,Jurnal Teknologi dan Sistem Komputer,https://jtsiskom.undip.ac.id/index.php/jtsiskom/index
126,KURIOS (Jurnal Teologi dan Pendidikan Agama Kristen),http://www.sttpb.ac.id/e-journal/index.php/kurios
127,Journal of Contemporary Islam and Muslim Societies,http://jurnal.uinsu.ac.id/index.php/JCIMS/index
128,Journal of Indonesian Economy and Business,http://jurnal.ugm.ac.id/jieb/index
129,Jurnal Pendidikan Usia Dini,http://journal.unj.ac.id/unj/index.php/jpud/
130,Jurnal Ners,http://e-journal.unair.ac.id/index.php/JNERS/index
131,Kapata Arkeologi,http://kapata-arkeologi.kemdikbud.go.id/index.php/kapata
132,Register: Jurnal Ilmiah Teknologi Sistem Informasi,http://www.journal.unipdu.ac.id/index.php/register/index
133,Jurnal Studi Komunikasi,http://ejournal.unitomo.ac.id/index.php/jsk
134,Jurnal Jaffray,http://ojs.sttjaffray.ac.id/index.php/JJV71
135,IJCCS (Indonesian Journal of Computing and Cybernetics Systems) ,https://jurnal.ugm.ac.id/ijccs
136,Signifikan : Jurnal Ilmu Ekonomi,http://journal.uinjkt.ac.id/index.php/signifikan
137,JEELS (Journal of English Education and Linguistics Studies),https://jurnal.iainkediri.ac.id/index.php/jeels/index
138,Jurnal Penelitian Hukum De Jure,http://ejournal.balitbangham.go.id/index.php/dejure
139,Buletin Psikologi,https://jurnal.ugm.ac.id/buletinpsikologi
140,Jurnal Ketahanan Nasional,http://jurnal.ugm.ac.id/jkn
141,Infinity,http://e-journal.stkipsiliwangi.ac.id/index.php/infinity
142,Jurnal Kajian Komunikasi ,http://jurnal.unpad.ac.id/jkk
143,Jurnal Gizi Klinik Indonesia,https://jurnal.ugm.ac.id/jgki
144,IJHN : Indonesian Journal of Human Nutrition,http://ijhn.ub.ac.id/index.php/ijhn/index
145,Register Journal,http://ijims.iainsalatiga.ac.id/index.php/register
146,Scientific Journal of Informatics,https://journal.unnes.ac.id/nju/index.php/sji/index
147,Jurnal Pengolahan Hasil Perikanan Indonesia,http://journal.ipb.ac.id/index.php/jphpi
148,Jurnal Riset Pendidikan Matematika,http://journal.uny.ac.id/index.php/jrpm
149,Etikonomi,http://journal.uinjkt.ac.id/index.php/etikonomi
150,Jurnal Teknologi Informasi dan Ilmu Komputer ,http://jtiik.ub.ac.id/index.php/jtiik
151,Economica: Jurnal Ekonomi Islam,http://journal.walisongo.ac.id/index.php/economica/index
152,Jurnal Hortikultura,http://ejurnal.litbang.pertanian.go.id/index.php/jhort
153,International Journal of Education,http://ejournal.upi.edu/index.php/ije/index
154,Indonesian Journal of Agricultural Science,http://ejurnal.litbang.pertanian.go.id/index.php/ijas
155,Jurnal Hukum dan Peradilan,http://www.jurnalhukumdanperadilan.org
156,Jurnal Agro Biogen,http://ejurnal.litbang.pertanian.go.id/index.php/ja
157,Jurnal Profesi Humas,http://jurnal.unpad.ac.id/profesi-humas/index
158,International Research Journal of Business Studies,http://www.irjbs.com/index.php/jurnalirjbs/issue/archive
159,IJEIS (Indonesian Journal of Electronics and Instrumentation Systems),https://jurnal.ugm.ac.id/ijeis
160,Jurnal Kefarmasian Indonesia,http://ejournal.litbang.depkes.go.id/index.php/jki
161,Udayana Journal of Law and Culture,https://ojs.unud.ac.id/index.php/UJLC/index
162,LAW REFORM,http://ejournal.undip.ac.id/index.php/lawreform/index
163,Journal of Education and Learning,http://journal.uad.ac.id/index.php/EduLearn
164,JPPPF (Jurnal Penelitian dan Pengembangan Pendidikan Fisika),http://journal.unj.ac.id/unj/index.php/jpppf
165,Jurnal Gizi Indonesia (The Indonesian Journal of Nutrition),https://ejournal.undip.ac.id/index.php/jgi/index
166,Jurnal Penelitian Fisika dan Aplikasinya (JPFA),https://journal.unesa.ac.id/index.php/jpfa/index
167,Jurnal Kajian Bimbingan dan Konseling,http://journal2.um.ac.id/index.php/jkbk
168,Bali Medical Journal,https://balimedicaljournal.org/index.php/bmj
169,Jurnal Penelitian dan Evaluasi Pendidikan,http://journal.uny.ac.id/index.php/jpep/index
170,Ketenagalistrikan dan Energi Terbarukan,http://ketjurnal.p3tkebt.esdm.go.id/index.php/ket
171,Jurnal Perempuan,http://www.indonesianfeministjournal.org
172,Ilmu Dakwah: Academic Journal for Homiletic Studies,http://journal.uinsgd.ac.id/index.php/idajhs
173,Khazanah Informatika: Jurnal Ilmu Komputer dan Informatika,http://journals.ums.ac.id/index.php/khif
174,Binus Business Review,https://journal.binus.ac.id/index.php/BBR/index
175,Jurnal Penelitian Perikanan Indonesia,http://ejournal-balitbang.kkp.go.id/index.php/jppi
176,AKRUAL: JURNAL AKUNTANSI,https://journal.unesa.ac.id/index.php/aj/index
177,Humanus: Jurnal Ilmiah Ilmu-ilmu Humaniora,http://ejournal.unp.ac.id/index.php/humanus
178,Naditira Widya,https://naditirawidya.kemdikbud.go.id/index.php/nw
179,Jurnal Ilmiah Peuradeun,http://journal.scadindependent.org/index.php/jipeuradeun
180,Cendekia: Jurnal Kependidikan dan Kemasyarakatan,http://jurnal.stainponorogo.ac.id/index.php/cendekia/index
181,Ikonomika : Jurnal Ekonomi dan Bisnis Islam,http://ejournal.radenintan.ac.id/index.php/ikonomika
182,Jurnal Kelautan Tropis,https://ejournal2.undip.ac.id/index.php/jkt/index
183,Jurnal Kesehatan Lingkungan Indonesia,https://ejournal.undip.ac.id/index.php/jkli/index
184,Psikohumaniora: Jurnal Penelitian Psikologi,http://journal.walisongo.ac.id/index.php/Psikohumaniora/index
185,Jurnal Kebijakan Perikanan Indonesia,http://ejournal-balitbang.kkp.go.id/index.php/jkpi/index
186,JURNAL BIOEDUKATIKA,http://journal.uad.ac.id/index.php/BIOEDUKATIKA/
187,Jurnal Komunikasi ASPIKOM,http://jurnalaspikom.org/index.php/aspikom
188,Jurnal Kawistara Jurnal Ilmu Sosial dan Humaniora,http://jurnal.ugm.ac.id/kawistara
189,Journal of Educational Science and Technology,http://ojs.unm.ac.id/index.php/JEST/index
190,Jurnal Akuntansi Multiparadigma,http://jamal.ub.ac.id/index.php/jamal
191,Jurnal Iktiologi Indonesia,http://jurnal-iktiologi.org/index.php/jii
192,Beta : Jurnal Tadris Matematika,http://jurnalbeta.ac.id/index.php/betaJTM
193,JEPIN (Jurnal Edukasi dan Penelitian Informatika),http://jurnal.untan.ac.id/index.php/jepin/index
194,Jurnal Penelitian Komunikasi dan Opini Publik,https://jurnal.kominfo.go.id/index.php/jpkop/index
195,Jurnal Ilmiah Kebijakan Hukum,http://ejournal.balitbangham.go.id/index.php/kebijakan
196,Edukasi: Jurnal Penelitian Pendidikan dan Keagamaan,http://www.jurnaledukasikemenag.org/index.php/edukasi
197,JURNAL KAJIAN AKUNTANSI,http://jurnal.unswagati.ac.id/index.php/jka
198,Jurnal Inovasi Pendidikan IPA,https://journal.uny.ac.id/index.php/jipi
199,ASSETS: Jurnal Akuntansi dan Pendidikan,http://e-journal.unipma.ac.id/index.php/assets
200,The Journal of Pure and Applied Chemistry Research,http://jpacr.ub.ac.id/
201,Jurnal Komunikasi Indonesia,http://journal.ui.ac.id/jkmi
202,"LIMNOTEK, Perairan Darat Tropis di Indonesia",http://limnotek.or.id/index.php/limnotek
203,Jurnal Manajemen dan Pemasaran Jasa,http://www.trijurnal.lemlit.trisakti.ac.id/index.php/jasa
204,Jurnal Pendidikan Fisika Indonesia,https://journal.unnes.ac.id/nju/index.php/JPFI
205,Jurnal Penelitian dan Pembelajaran IPA,http://jurnal.untirta.ac.id/index.php/JPPI/index
206,"Jurnal Pendidikan : Teori, Penelitian, dan Pengembangan",http://journal.um.ac.id/index.php/jptpp/index
207,CommIT (Communication and Information Technology) Journal,https://journal.binus.ac.id/index.php/commit/index
208,Jurnal Riset Akuakultur,http://ejournal-balitbang.kkp.go.id/index.php/jra
209,JEES (Journal of English Educators Society),http://ojs.umsida.ac.id/index.php/jees
210,Kertha Patrika,https://ojs.unud.ac.id/index.php/kerthapatrika
211,Agritech,https://jurnal.ugm.ac.id/agritech/
212,Jurnal Pendidikan Vokasi,http://journal.uny.ac.id/index.php/jpv
213,Aksara,http://aksara.kemdikbud.go.id/jurnal/index.php/aksara/index
214,Lontar Komputer : Jurnal Ilmiah Teknologi Informasi ,https://ojs.unud.ac.id/index.php/lontar
215,Indonesian Journal of Cancer Chemoprevention,https://ijcc.chemoprev.org/index.php/ijcc
216,English Review: Journal of English Education,https://journal.uniku.ac.id/index.php/ERJEE/index
217,Eralingua : Jurnal Pendidikan Bahasa Asing dan Sastra,https://ojs.unm.ac.id/eralingua/index
218,Jurnal Teknik Elektro,https://journal.unnes.ac.id/nju/index.php/jte/index
219,Jurnal Ekonomi dan Bisnis,http://ejournal.uksw.edu/jeb
220,Jurnal Obsesi: Jurnal Pendidikan Anak Usia Dini,http://journal.universitaspahlawan.ac.id/index.php/obsesi
221,Jurnal Ilmu-Ilmu Peternakan (Indonesian Journal of Animal Science),http://jiip.ub.ac.id/index.php/jiip/issue/archive
222,Jurnal Akuntansi,http://ecojoin.org/index.php/EJA
223,Jurnal Tanah dan Iklim,http://ejurnal.litbang.pertanian.go.id/index.php/jti
224,Makara Journal of Science,http://journal.ui.ac.id/index.php/science
225,Economics Development Analysis Journal,https://journal.unnes.ac.id/sju/index.php/edaj/index
226,Jurnal Sylva Lestari,http://jurnal.fp.unila.ac.id/index.php/JHT/index
227,Oseanologi dan Limnologi di Indonesia,http://jurnal-oldi.or.id/index.php/oldi
228,Jurnal Administrasi Kesehatan Indonesia,https://e-journal.unair.ac.id/index.php/JAKI
229,"Journal of Mechatronics, Electrical Power, and Vehicular Technology",http://www.mevjournal.com
230,Sawwa: Jurnal Studi Gender dan Anak,http://journal.walisongo.ac.id/index.php/sawwa
231,The Indonesian Accounting Review,https://journal.perbanas.ac.id/index.php/tiar
232,Episteme : Jurnal Pengembangan Ilmu Keislaman,http://ejournal.iain-tulungagung.ac.id/index.php/epis
233,Indonesian Fisheries Research Journal,http://ejournal-balitbang.kkp.go.id/index.php/ifrj
234,"Journal of Accounting, Business and Management (JABM)",http://journal.stie-mce.ac.id/index.php/jabminternational
235,Jurnal Penelitian Kelapa Sawit,http://jurnalkelapasawit.iopri.org/index.php/jpks
236,Jurnal Irigasi,http://jurnalirigasi_pusair.pu.go.id/index.php/jurnal_irigasi
237,Media Komunikasi Teknik Sipil,http://ejournal.undip.ac.id/index.php/mkts
238,DUNAMIS: Jurnal Teologi dan Pendidikan Kristiani,http://www.sttintheos.ac.id/e-journal/index.php/dunamis
239,Al-Uqud: Journal of Islamic Economic,https://journal.unesa.ac.id/index.php/jie
240,Global Strategis,http://e-journal.unair.ac.id/index.php/JGS
241,Islamic Guidance and Counseling Journal,https://journal.iaimnumetrolampung.ac.id/index.php/igcj
242,Jurnal Keuangan dan Perbankan,http://jurnal.unmer.ac.id/index.php/jkdp
243,Journal of Aquaculture and Fish Health,https://e-journal.unair.ac.id/JAFH
244,Jurnal Komunikasi Ikatan Sarjana Komunikasi Indonesia,http://jurnal-iski.or.id/index.php/jkiski/index
245,Pelita Perkebunan,http://www.ccrjournal.com/index.php/ccrj
246,"Journal of Economics, Business, & Accountancy Ventura",https://journal.perbanas.ac.id/index.php/jebav
247,Amerta Nutrition,https://e-journal.unair.ac.id/AMNT
248,"Media Riset Akuntansi, Auditing & Informasi",http://www.trijurnal.lemlit.trisakti.ac.id/index.php/mraai/index
249,COUNS-EDU: The International Journal of Counseling and Education,http://journal.konselor.or.id/index.php/counsedu
250,EMITTER : International Journal of Engineering Technology,https://emitter.pens.ac.id/index.php/emitter/index
251,Wartazoa : Buletin Ilmu Peternakan dan Kesehatan Hewan Indonesia,http://medpub.litbang.pertanian.go.id/index.php/wartazoa
252,Jurnal Tamanan Industri dan Penyegar (Journal of Industrial and Beverage Crops),http://ejurnal.litbang.pertanian.go.id/index.php/bultri/
253,International Journal of Artificial Intelligence Research,http://ijair.id/index.php/ijair/index
254,Jurnal Litbang Industri,http://ejournal.kemenperin.go.id/jli
255,Berkala Ilmu Perpustakaan dan Informasi ,https://jurnal.ugm.ac.id/bip
256,"RETORIKA: Jurnal Bahasa, Sastra, dan Pengajarannya",http://ojs.unm.ac.id/retorika
257,Mix : Jurnal Ilmiah Manajemen,http://publikasi.mercubuana.ac.id/index.php/Jurnal_Mix
258,JNTETI (Jurnal Nasional Teknik Elektro dan Teknologi Informasi),http://ejnteti.jteti.ugm.ac.id/index.php/JNTETI/
259,"ELKOMIKA: Jurnal Teknik Energi Elektrik, Teknik Telekomunikasi, & Teknik Elektronika",http://ejurnal.itenas.ac.id/index.php/elkomika
260,Jurnal Teknologi Reaktor Nuklir Tri Dasa Mega,http://jurnal.batan.go.id/index.php/tridam/index
261,Journal on English as a Foreign Language (JEFL),http://e-journal.iain-palangkaraya.ac.id/index.php/jefl/index
262,Buletin Ilmiah Marina : Sosial Ekonomi Kelautan dan Perikanan,http://ejournal-balitbang.kkp.go.id/index.php/mra
263,Indonesian Journal of Clinical Pathology and Medical Laboratory (IJCPML),http://www.indonesianjournalofclinicalpathology.or.id/index.php/patologi
264,Forum Geografi,http://journals.ums.ac.id/index.php/fg/issue/archive
265,Jurnal Penelitian Politik,http://ejournal.politik.lipi.go.id/index.php/jpp
266,Buletin Peternakan,http://buletinpeternakan.fapet.ugm.ac.id
267,Mimbar : Jurnal Sosial dan Pembangunan,https://ejournal.unisba.ac.id/index.php/mimbar
268,JKAP (Jurnal Kebijakan dan Administrasi Publik),https://journal.ugm.ac.id/jkap
269,Studies in English Language and Education,http://www.jurnal.unsyiah.ac.id/SiELE
270,Jurnal Psikologi,http://jurnal.ugm.ac.id/jpsi
271,JDM (Jurnal Dinamika Manajemen),https://journal.unnes.ac.id/nju/index.php/jdm/index
272,Journal of Government and Civil Society,http://jurnal.umt.ac.id/index.php/jgs
273,Jurnal SPORTIF,http://ojs.unpkediri.ac.id/index.php/pjk
274,INTERMESTIC: Journal of International Studies,http://intermesticjournal.fisip.unpad.ac.id/index.php/intermestic
275,Varia Justicia,http://journal.ummgl.ac.id/index.php/variajusticia/
276,Islamica: Jurnal Studi Keislaman,http://islamica.uinsby.ac.id/index.php/islamica/index
277,Jurnal Tadris Kimiya,http://journal.uinsgd.ac.id/index.php/tadris-kimiya/index
278,Al Ibtida: Jurnal Pendidikan Guru MI,http://www.syekhnurjati.ac.id/jurnal/index.php/ibtida
279,Jurnal Pendidikan Islam,http://journal.uinsgd.ac.id/index.php/jpi/index
280,"EduLite: Journal of English Education, Literature and Culture",http://jurnal.unissula.ac.id/index.php/edulite/index
281,Shirkah Journal of Economics and Business,http://shirkah.or.id/new-ojs/index.php/home
282,Jurnal Vektor Penyakit ,http://ejournal.litbang.depkes.go.id/index.php/vektorp
283,Journal of Accounting and Investment,http://journal.umy.ac.id/index.php/ai/index
284,KAPAL: Jurnal Ilmu Pengetahuan dan Teknologi Kelautan,https://ejournal.undip.ac.id/index.php/kapal
285,Buloma (Buletin Oseanografi Marina),https://ejournal.undip.ac.id/index.php/buloma
286,Journal of Islamic Monetary Economics and Finance,http://www.jimf-bi.org/index.php/JIMF
287,Sari Pediatri,https://saripediatri.org/index.php/sari-pediatri/index
288,Jurnal Akuakultur Indonesia,http://journal.ipb.ac.id/index.php/jai/index
289,Paediatrica Indonesiana: Indonesian Journal of Pediatrics and Perinatal Medicine,http://paediatricaindonesiana.org/
290,Jurnal Agro,http://journal.uinsgd.ac.id/index.php/ja
291,Lingua Cultura ,https://journal.binus.ac.id/index.php/lingua/index
292,Jurnal Antropologi: Isu-Isu Sosial Budaya,http://jurnalantropologi.fisip.unand.ac.id/index.php/jantro/index
293,Al-Kauniyah: Jurnal Biologi,http://journal.uinjkt.ac.id/index.php/kauniyah/
294,BIOSAINTIFIKA: Berkala Ilmiah Biologi,http://journal.unnes.ac.id/nju/index.php/biosaintifika
295,JILS (Journal of Indonesian Legal Studies),https://journal.unnes.ac.id/sju/index.php/jils/index
296,Jurnal Akuntansi dan Investasi,http://journal.umy.ac.id/index.php/ai/issue/archive
297,Medisains : Jurnal Ilmiah Ilmu - Ilmu Kesehatan,http://jurnalnasional.ump.ac.id/index.php/medisains
298,"Kinetik : Game Technology, Information System, Computer Network, Computing, Electronics, and Control ",http://kinetik.umm.ac.id/index.php/kinetik/index
299,Edukasia : Jurnal Penelitian Pendidikan Islam,http://journal.stainkudus.ac.id/index.php/Edukasia/index
300,Iqtishadia: Jurnal Kajian Ekonomi dan Bisnis Islam,http://journal.stainkudus.ac.id/index.php/IQTISHADIA
301,Informasi,https://journal.uny.ac.id/index.php/informasi
302,Media Kesehatan Masyarakat Indonesia,http://journal.unhas.ac.id/index.php/mkmi
303,JUITA : Jurnal Informatika,http://jurnalnasional.ump.ac.id/index.php/JUITA/index
304,Jurnal Prima Edukasia,http://journal.uny.ac.id/index.php/jpe
305,BAWAL Widya Riset Perikanan Tangkap,http://ejournal-balitbang.kkp.go.id/index.php/bawal/index
306,Al-Ta'lim Journal,https://journal.tarbiyahiainib.ac.id/index.php/attalim
307,Journal of Tropical Crop Science,http://www.j-tropical-crops.com/index.php/agro
308,REID (Research and Evaluation in Education),http://journal.uny.ac.id/index.php/reid
309,Makara Journal of Technology,http://journal.ui.ac.id/technology/index.php/journal
310,Majalah Obat Tradisional,http://jurnal.ugm.ac.id/TradMedJ
311,BISMA (Bisnis dan Manajemen),https://journal.unesa.ac.id/index.php/bisma/index
312,Jurnal Dinamika Akuntansi dan Bisnis,http://jurnal.unsyiah.ac.id/JDAB/index
313,Edukasia Islamika: Jurnal Pendidikan Islam,http://e-journal.iainpekalongan.ac.id/index.php/edukasiaislamika
314,Psikis: Jurnal Psikologi Islami,http://jurnal.radenfatah.ac.id/index.php/psikis/index
315,JURNAL ILMIAH HUBUNGAN INTERNASIONAL,http://journal.unpar.ac.id/index.php/JurnalIlmiahHubunganInternasiona
316,Jurnal Kimia VALENSI,http://journal.uinjkt.ac.id/index.php/valensi
317,IJCSAM (International Journal of Computing Science and Applied Mathematics),http://iptek.its.ac.id/index.php/ijcsam
318,Jurnal Pengelolaan Sumberdaya Alam dan Lingkungan (Journal of Natural Resources and Environmental Management),http://journal.ipb.ac.id/index.php/jpsl
319,Arabiyat: Jurnal Pendidikan Bahasa Arab dan Kebahasaaraban,http://journal.uinjkt.ac.id/index.php/arabiyat
320,Jurnal Bioteknologi dan Biosains Indonesia,http://ejurnal.bppt.go.id/index.php/JBBI
321,Jurnal Rekayasa Kimia dan Lingkungan (Journal of chemical engineering and environment),http://www.jurnal.unsyiah.ac.id/RKL
322,Al-Tahrir : Jurnal Pemikiran Islam,http://jurnal.stainponorogo.ac.id/index.php/tahrir
323,Al-'Adalah,http://ejournal.radenintan.ac.id/index.php/adalah
324,"Buletin Tanaman Tembakau, Serat dan Minyak Industri",http://ejurnal.litbang.pertanian.go.id/index.php/bultas
325,Jurnal Psikologi Sosial,http://jps.ui.ac.id/index.php/jps
326,Humanitas: Indonesian Psychological Journal,http://journal.uad.ac.id/index.php/HUMANITAS
327,Jurnal Ilmu Kehutanan,https://jurnal.ugm.ac.id/jikfkt
328,Jurnal Selulosa,http://www.jurnalselulosa.org/index.php/jselulosa
329,SOSIOHUMANIORA: Jurnal Ilmu-ilmu Sosial dan Humaniora,http://jurnal.unpad.ac.id/sosiohumaniora/index
330,Buletin Pos dan Telekomunikasi,https://online.bpostel.com/index.php/bpostel
331,Jurnal Manajemen Indonesia (JMI),http://journals.telkomuniversity.ac.id/ijm
332,ASEAN Journal on Science and Tecnology for Development,http://ajstd.org/index.php/ajstd/index
333,KONSELOR,http://ejournal.unp.ac.id/index.php/konselor/
334,Economic Journal of Emerging Markets,http://journal.uii.ac.id/index.php/JEP/index
335,Ta'dib: Jurnal Pendidikan Islam,http://jurnal.radenfatah.ac.id/index.php/tadib
336,Mozaik Humaniora,https://e-journal.unair.ac.id/MOZAIK
337,Kwangsan: Jurnal Teknologi Pendidikan,https://jurnalkwangsan.kemdikbud.go.id/index.php/jurnalkwangsan
338,Makara Hubs-Asia (Human Behavior Studies in Asia),http://hubsasia.ui.ac.id/index.php/hubsasia
