journal_no,journal_id,journal_name,journal_accreditation,journal_url
1515,/journals/detail/?id=5961,AKUNTABILITAS: Jurnal Penelitian dan Pengembangan Akuntansi,S3,https://ejournal.unsri.ac.id/index.php/ja
1516,/journals/detail/?id=1886,SOSHUM : Jurnal Sosial dan Humaniora,S3,http://ojs.pnb.ac.id/index.php/SOSHUM
1517,/journals/detail/?id=3683,JURNAL ILMIAH PETERNAKAN TERPADU,S3,http://jurnal.fp.unila.ac.id/index.php/JIPT/index
1518,/journals/detail/?id=5138,Jurnal Teori dan Aplikasi Fisika,S3,http://jurnal.fmipa.unila.ac.id/index.php/jtaf
1519,/journals/detail/?id=6774,Medikora: Jurnal Ilmiah Kesehatan Olahraga,S3,https://journal.uny.ac.id/index.php/medikora
1520,/journals/detail/?id=4928,Jurnal Agrikultura,S3,http://jurnal.unpad.ac.id/agrikultura/index
1521,/journals/detail/?id=6780,RELEVANCE : Journal of Management and Business,S3,https://ejournal.iainsurakarta.ac.id/index.php/relevance/index
1522,/journals/detail/?id=1558,BIOMEDIKA,S3,http://journals.ums.ac.id/index.php/biomedika
1523,/journals/detail/?id=4782,Edukasi: Jurnal Pendidikan,S3,http://journals.ums.ac.id/index.php/biomedika
1524,/journals/detail/?id=4781,Dia: Jurnal Administrasi Publik,S3,http://jurnal.untag-sby.ac.id/index.php/dia/index
1525,/journals/detail/?id=6677,Agro Bali: Agricultural Journal,S3,https://ejournal.unipas.ac.id/index.php/Agro/index
1526,/journals/detail/?id=6743,el Buhuth: Borneo Journal of Islamic Studies,S3,https://journal.iain-samarinda.ac.id/index.php/el-Buhuth
1527,/journals/detail/?id=7,JEMIS (Journal of Engineering & Management in Industrial System),S3,http://jemis.ub.ac.id/index.php/jemis/issue/archive
1528,/journals/detail/?id=6341,The Journal of Muhammadiyah Medical Laboratory Tecnologist,S3,http://journal.um-surabaya.ac.id/index.php/analis
1529,/journals/detail/?id=4449,Jurnal Sumberdaya Akuatik Indopasifik,S3,https://ejournalfpikunipa.ac.id/index.php/JSAI
1530,/journals/detail/?id=1538,Jurnal Manajemen Transportasi & Logistik ,S3,http://ejournal.stmt-trisakti.ac.id/index.php/jmtranslog
1531,/journals/detail/?id=4423,"JBMP (Jurnal Bisnis, Manajemen Dan Perbankan)",S3,http://ojs.umsida.ac.id/index.php/JBMP
1532,/journals/detail/?id=3931,Agrimor: Jurnal Agribisnis Lahan Kering,S3,http://ojs.umsida.ac.id/index.php/JBMP
1533,/journals/detail/?id=4024,Journal of Industrial Engineering Management,S3,https://jurnal.teknologiindustriumi.ac.id/index.php/JIEM/index
1534,/journals/detail/?id=3569,Enviroscienteae : Jurnal Ilmiah Bidang Pengelolaan Sumberdaya Alam dan Lingkungan,S3,http://ppjp.ulm.ac.id/journal/index.php/es
1535,/journals/detail/?id=3594,Jurnal Ilmiah Dinamika Rekayasa,S3,http://dinarek.unsoed.ac.id/jurnal/index.php/dinarek
1536,/journals/detail/?id=3933,IJEMS (Indonesian Journal of Environmental Management and Sustainabillity,S3,http://dinarek.unsoed.ac.id/jurnal/index.php/dinarek
1537,/journals/detail/?id=6758,"Jurnal Kepariwisataan: Destinasi, Hospitalitas dan Perjalanan",S3,https://journal.stp-bandung.ac.id/index.php/jk
1538,/journals/detail/?id=1570,Jurnal Penelitian Agama Hindu,S3,http://ejournal.ihdn.ac.id/index.php/JPAH
1539,/journals/detail/?id=105,Lingua Didaktika: Jurnal Bahasa dan Pembelajaran Bahasa,S3,http://ejournal.unp.ac.id/index.php/linguadidaktika/index
1540,/journals/detail/?id=5281,Jurnal Farmasi Indonesia,S3,http://ejurnal.setiabudi.ac.id/ojs/index.php/farmasi-indonesia
1541,/journals/detail/?id=6027,Journal of Dedicators Community,S3,https://ejournal.unisnu.ac.id/JDC
1542,/journals/detail/?id=4194,Jurnal Perawat Indonesia,S3,https://journal.ppnijateng.org/index.php/jpi/index
1543,/journals/detail/?id=4141,International Journal of Social Science and Business,S3,https://ejournal.undiksha.ac.id/index.php/IJSSB
1544,/journals/detail/?id=4043,MediaTor,S3,https://ejournal.unisba.ac.id/index.php/mediator
1545,/journals/detail/?id=2654,JTT (Jurnal Teknologi Terapan),S3,https://jurnal.polindra.ac.id/index.php/jtt
1546,/journals/detail/?id=3685,Jurnal Ilmiah Pendidikan Pancasila dan Kewarganegaraan,S3,http://journal2.um.ac.id/index.php/jppk/
1547,/journals/detail/?id=293,Teknika,S3,http://ejournal.ikado.ac.id/index.php/teknika
1548,/journals/detail/?id=1362,Jurnal Kedokteran Syiah Kuala,S3,http://www.jurnal.unsyiah.ac.id/JKS
1549,/journals/detail/?id=2543,Jurnal Penelitian,S3,http://journal.stainkudus.ac.id/index.php/jurnalPenelitian
1550,/journals/detail/?id=5283,Jurnal Ilmu Produksi dan Teknologi Hasil Peternakan,S3,http://journal.ipb.ac.id/index.php/ipthp/index
1551,/journals/detail/?id=4018,INTEK: Jurnal Penelitian,S3,http://jurnal.poliupg.ac.id/index.php/Intek
1552,/journals/detail/?id=5332,Media Teknik Sipil,S3,http://ejournal.umm.ac.id/index.php/jmts
1553,/journals/detail/?id=6744,Image : Jurnal Riset Manajemen,S3,http://ejournal.upi.edu/index.php/image
1554,/journals/detail/?id=645,FITRAH: Jurnal Kajian Ilmu -ilmu Keislaman,S3,http://jurnal.iain-padangsidimpuan.ac.id/index.php/F/
1555,/journals/detail/?id=4365,JMIE (Journal of Madrasah Ibtidaiyah Education),S3,http://e-journal.adpgmiindonesia.com/index.php/jmie
1556,/journals/detail/?id=4480,AL-TANZIM : Jurnal Manajemen Pendidikan Islam,S3,https://ejournal.unuja.ac.id/index.php/al-tanzim
1557,/journals/detail/?id=4099,Jurnal Manajemen (Edisi Elektronik),S3,http://ejournal.uika-bogor.ac.id/index.php/manajemen
1558,/journals/detail/?id=301,R.E.M. (Rekayasa Energi Manufaktur) Jurnal,S3,http://ojs.umsida.ac.id/index.php/rem
1559,/journals/detail/?id=3540,IJCAS (International Journal of Creative and Arts Studies),S3,http://journal.isi.ac.id/index.php/IJCAS
1560,/journals/detail/?id=4652,JMSNI (Journal of Maritime Studies and National Integration),S3,https://ejournal2.undip.ac.id/index.php/jmsni
1561,/journals/detail/?id=5820,Media Keperawatan Indonesia,S3,https://jurnal.unimus.ac.id/index.php/mki
1562,/journals/detail/?id=462,TADULAKO LAW REVIEW,S3,http://jurnal.untad.ac.id/jurnal/index.php/TLR
1563,/journals/detail/?id=338,Jurnal Ekonomi Bisnis dan Kewirausahaan (JEBIK),S3,http://jurnal.untan.ac.id/index.php/JJ/index
1564,/journals/detail/?id=2359,JURNAL AGRICA,S3,http://ojs.uma.ac.id/index.php/agrica/index
1565,/journals/detail/?id=161,Jurnal Penelitian Ilmu Pendidikan,S3,http://journal.uny.ac.id/index.php/jpip/index
1566,/journals/detail/?id=1210,Pustakaloka : Jurnal Kajian Informasi dan Perpustakaan,S3,http://jurnal.iainponorogo.ac.id/index.php/pustakaloka
1567,/journals/detail/?id=5848,Jurnal Ekonomi Pembangunan,S3,https://ejournal.unsri.ac.id/index.php/jep
1568,/journals/detail/?id=3275,Sainmatika:Jurnal Ilmiah Matematika dan Ilmu Pengetahuan Alam,S3,https://jurnal.univpgri-palembang.ac.id/index.php/sainmatika/
1569,/journals/detail/?id=2226,Jurnal Arsitektur ARCADE,S3,http://jurnal.universitaskebangsaan.ac.id/index.php/arcade
1570,/journals/detail/?id=1822,RETORIKA: Jurnal Ilmu Bahasa,S3,https://ejournal.warmadewa.ac.id/index.php/jret
1571,/journals/detail/?id=3128,MILLATI: Journal of Islamic Studies and Humanities,S3,http://millati.iainsalatiga.ac.id/index.php/millati
1572,/journals/detail/?id=3338,STRADA Jurnal Ilmiah Kesehatan,S3,https://sjik.org/index.php/sjik
1573,/journals/detail/?id=4209,IJDS:Indonesian Journal of Disability Studies,S3,https://ijds.ub.ac.id/
1574,/journals/detail/?id=5137,Gadjah Mada Journal of Professional of Psychology (GamaJPP),S3,https://jurnal.ugm.ac.id/gamajpp
1575,/journals/detail/?id=414,Jurnal Inovtek Polbeng Seri Informatika,S3,http://ejournal.polbeng.ac.id/
1576,/journals/detail/?id=3441,Jurnal Sumber Daya Air,S3,http://jurnalsda.pusair-pu.go.id/index.php/JSDA/index
1577,/journals/detail/?id=6753,JURNAL DINAMIKA EKONOMI PEMBANGUNAN,S3,https://ejournal.undip.ac.id/index.php/dinamika_pembangunan
1578,/journals/detail/?id=198,Ethical Lingua: Journal of Language Teaching and Literature,S3,http://journal.uncp.ac.id/index.php/ethicallingua
1579,/journals/detail/?id=1390,Jurnal Visipena,S3,http://visipena.stkipgetsempena.ac.id/
1580,/journals/detail/?id=3200,ODONTO Dental Journal,S3,http://jurnal.unissula.ac.id/index.php/odj/index
1581,/journals/detail/?id=1414,Journal of Biology Education,S3,http://journal.unnes.ac.id/sju/index.php/ujbe
1582,/journals/detail/?id=4048,"SJDGGE (Sumatra Journal of Disaster, Geography and Geography Education)",S3,http://sjdgge.ppj.unp.ac.id/index.php/Sjdgge
1583,/journals/detail/?id=6672,CHEESA: Chemical Engineering Research Articles,S3,http://e-journal.unipma.ac.id/index.php/cheesa
1584,/journals/detail/?id=6309,Transformasi : Jurnal Manajemen Pemerintahan,S3,http://ejournal.ipdn.ac.id/JTP
1585,/journals/detail/?id=4508,SENTRALISASI,S3,http://ejournal.um-sorong.ac.id/index.php/sentralisasi
1586,/journals/detail/?id=3643,Jurnal Pembaharuan Hukum,S3,http://jurnal.unissula.ac.id/index.php/PH/index
1587,/journals/detail/?id=6008,"Canrea Journal: Food Technology, Nutritions, and Culinary Journal",S3,http://agritech.unhas.ac.id/ojs/index.php/canrea/index
1588,/journals/detail/?id=4391,Al-Tsaqafa : Jurnal Ilmiah Peradaban Islam,S3,https://journal.uinsgd.ac.id/index.php/jat
1589,/journals/detail/?id=6781,RESEARCH AND DEVELOPMENT JOURNAL OF EDUCATION (RDJE),S3,https://journal.lppmunindra.ac.id/index.php/RDJE
1590,/journals/detail/?id=4997,Indonesian Journal of Computer Science,S3,http://ijcs.stmikindonesia.ac.id/index.php/ijcs
1591,/journals/detail/?id=3119,Media Trend: Berkala Kajian Ekonomi dan Studi Pembangunan,S3,http://mediatrend.trunojoyo.ac.id/mediatrend
1592,/journals/detail/?id=6494,Jurnal Tekno Insentif,S3,https://jurnal.lldikti4.or.id/index.php/jurnaltekno/
1593,/journals/detail/?id=3874,Journal of Health Science and Prevention,S3,http://jurnalfpk.uinsby.ac.id/index.php/jhsp
1594,/journals/detail/?id=5997,Window of Health : Jurnal Kesehatan,S3,http://jurnal.fkmumi.ac.id/index.php/woh
1595,/journals/detail/?id=3131,Mimbar Pendidikan: Jurnal Indonesia untuk Kajian Pendidikan,S3,http://ejournal.upi.edu/index.php/mimbardik/
1596,/journals/detail/?id=3834,Jurnal Kesehatan Gigi,S3,http://ejournal.upi.edu/index.php/mimbardik/
1597,/journals/detail/?id=4389,Al-Kimiya: Jurnal Ilmu kimia dan Terapan,S3,https://journal.uinsgd.ac.id/index.php/ak
1598,/journals/detail/?id=174,Jurnal Akademika Kimia,S3,http://jurnal.untad.ac.id/jurnal/index.php/JAK
1599,/journals/detail/?id=300,"Teknologi dan Kejuruan: Jurnal teknologi, Kejuruan dan Pengajarannya",S3,http://journal.um.ac.id/index.php/teknologi-kejuruan
1600,/journals/detail/?id=1889,SINTEK JURNAL: Jurnal Ilmiah Teknik Mesin,S3,https://jurnal.umj.ac.id/index.php/sintek/index
1601,/journals/detail/?id=3938,Jurnal Inovasi Pendidikan Dasar,S3,http://jipd.uhamka.ac.id/index.php/jipd/index
1602,/journals/detail/?id=1585,Qanun Medika : Jurnal Kedokteran Fakultas Kedokteran Universitas Muhammadiyah Surabaya,S3,http://journal.um-surabaya.ac.id/index.php/qanunmedika/index
1603,/journals/detail/?id=5908,Jurnal Diskursus Islam,S3,http://journal.uin-alauddin.ac.id/index.php/diskursus_islam/
1604,/journals/detail/?id=4467,Riset Informasi Kesehatan,S3,http://www.stikes-hi.ac.id/jurnal/index.php/rik
1605,/journals/detail/?id=4426,"JEMMME (Journal of Energy, Mechanical, Material, and Manufacturing Engineering)",S3,http://www.stikes-hi.ac.id/jurnal/index.php/rik
1606,/journals/detail/?id=4388,"Agriprima, Journal of Applied Agricultural Sciences",S3,https://agriprima.polije.ac.id/index.php/journal
1607,/journals/detail/?id=3185,NUANSA: Jurnal Penelitian Ilmu Sosial dan Keagamaan Islam,S3,http://ejournal.stainpamekasan.ac.id/index.php/nuansa/index
1608,/journals/detail/?id=6424,Jurnal Ilmu Tanah dan Lingkungan (Journal of Soil Science and Environment),S3,http://journal.ipb.ac.id/index.php/jtanah
1609,/journals/detail/?id=3878,Jurnal Ilmu dan Teknologi Kesehatan,S3,http://ejurnal.poltekkesjakarta3.ac.id/index.php/jitek
1610,/journals/detail/?id=2666,"Sejarah dan Budaya : Jurnal Sejarah, Budaya, dan Pengajarannya",S3,http://journal.um.ac.id/index.php/sejarah-dan-budaya
1611,/journals/detail/?id=3706,ELKHA : Jurnal Teknik Elektro,S3,http://jurnal.untan.ac.id/index.php/Elkha
1612,/journals/detail/?id=3869,Ecolab,S3,http://ejournal.forda-mof.org/ejournal-litbang/
1613,/journals/detail/?id=3664,Jurnal Bisnis dan Kewirausahaan,S3,http://ojs.pnb.ac.id/index.php/JBK
1614,/journals/detail/?id=6750,Journal Of Vocational Health Studies,S3,https://e-journal.unair.ac.id/JVHS
1615,/journals/detail/?id=4789,Gelar : Jurnal Seni Budaya,S3,https://jurnal.isi-ska.ac.id/index.php/gelar
1616,/journals/detail/?id=419,Jurnal Mahkamah : Kajian Ilmu Hukum Dan Hukum Islam,S3,https://journal.iaimnumetrolampung.ac.id/index.php/jm/index
1617,/journals/detail/?id=4029,Jurnal Kedokteran Gigi Universitas Padjadjaran,S3,http://jurnal.unpad.ac.id/jkg
1618,/journals/detail/?id=5304,Wikrama Parahita : Jurnal Pengabdian Masyarakat,S3,http://e-jurnal.lppmunsera.org/index.php/parahita/index
1619,/journals/detail/?id=4837,Kodifikasia: Jurnal Penelitian Islam,S3,https://jurnal.iainponorogo.ac.id/index.php/kodifikasia
1620,/journals/detail/?id=6555,Asia Pacific Fraud Journal,S3,http://apfjournal.or.id/index.php/apf
1621,/journals/detail/?id=6491,Journal Communication Spectrum: Capturing New Perspectives in Communication,S3,http://jurnal.bakrie.ac.id/index.php/Journal_Communication_spectrum/index
1622,/journals/detail/?id=3260,Record and Library Journal,S3,https://e-journal.unair.ac.id/RLJ
1623,/journals/detail/?id=1523,Jurnal Fisika dan Aplikasinya ,S3,http://iptek.its.ac.id/index.php/jfa
1624,/journals/detail/?id=100,Leksema : Jurnal Bahasa dan Sastra,S3,http://ejournal.iainsurakarta.ac.id/index.php/leksema
1625,/journals/detail/?id=307,JIP (Jurnal Intervensi Psikologi),S3,http://jurnal.uii.ac.id/index.php/intervensipsikologi
1626,/journals/detail/?id=4008,Biota: Biologi dan Pendidikan Biologi,S3,https://biota.ac.id/index.php/jb
1627,/journals/detail/?id=1229,The Indonesian Journal of Planning and Development,S3,https://ejournal2.undip.ac.id/index.php/ijpd/index
1628,/journals/detail/?id=5270,Cakradonya Dental Journal,S3,http://www.jurnal.unsyiah.ac.id/cdj
1629,/journals/detail/?id=4852,Jurnal Akta Kimia Indonesia (Indonesia Chimica Acta),S3,http://journal.unhas.ac.id/index.php/ica
1630,/journals/detail/?id=1199,Majalah Kedokteran Andalas,S3,http://jurnalmka.fk.unand.ac.id/index.php/art/index
1631,/journals/detail/?id=202,RechtIdee,S3,http://journal.trunojoyo.ac.id/rechtidee/index
1632,/journals/detail/?id=76,Jurnal Sosiologi Pendidikan Humanis,S3,http://journal.um.ac.id/index.php/jsph
1633,/journals/detail/?id=328,ISLAMUNA : Jurnal Studi Islam,S3,http://ejournal.iainmadura.ac.id/index.php/islamuna/index
1634,/journals/detail/?id=4910,Jurnal Smart Paud,S3,http://ojs.uho.ac.id/index.php/smartpaud/index
1635,/journals/detail/?id=46,Jurnal Konseling Gusjigang,S3,http://jurnal.umk.ac.id/index.php/gusjigang
1636,/journals/detail/?id=2429,SPEKTRA: Jurnal Fisika dan Aplikasinya,S3,http://journal.unj.ac.id/unj/index.php/spektra/index
1637,/journals/detail/?id=1851,Jurnal Pendidikan Fisika,S3,http://jurnal.unimed.ac.id/2012/index.php/jpf/login
1638,/journals/detail/?id=4010,Deiksis,S3,https://journal.lppmunindra.ac.id/index.php/Deiksis/index
1639,/journals/detail/?id=3640,Jurnal Agroqua: Media Informasi Agronomi dan Budidaya Perairan,S3,https://journals.unihaz.ac.id/index.php/agroqua
1640,/journals/detail/?id=3472,Jurnal Ekonomi Pembangunan,S3,http://ejournal.umm.ac.id/index.php/jep
1641,/journals/detail/?id=538,Jurnal Rekayasa Sipil,S3,http://jrs.ft.unand.ac.id
1642,/journals/detail/?id=3263,Rekayasa,S3,http://journal.trunojoyo.ac.id/rekayasa
1643,/journals/detail/?id=4844,Quality : Jurnal Kesehatan,S3,https://www.poltekkesjakarta1.ac.id/ojs/index.php/adm
1644,/journals/detail/?id=6761,Jurnal Ledalero,S3,http://ejurnal.stfkledalero.ac.id/index.php/JLe/index
1645,/journals/detail/?id=5328,Jurnal Transformative,S3,http://ejurnal.stfkledalero.ac.id/index.php/JLe/index
1646,/journals/detail/?id=5130,Jurnal Komputer Terapan,S3,https://jurnal.pcr.ac.id/index.php/jkt/index
1647,/journals/detail/?id=2525,Jurnal Kimia Terapan Indonesia (Indonesian Journal of Applied Chemistry),S3,https://jurnal.pcr.ac.id/index.php/jkt/index
1648,/journals/detail/?id=6755,JURNAL HUKUM dan KENOTARIATAN,S3,http://riset.unisma.ac.id/index.php/hukeno
1649,/journals/detail/?id=2190,GEEJ (Getsempena English Education Journal),S3,http://geej.stkipgetsempena.ac.id/
1650,/journals/detail/?id=5273,Hisbah: Jurnal Bimbingan Konseling dan Dakwah Islam,S3,http://ejournal.uin-suka.ac.id/dakwah/hisbah/index
1651,/journals/detail/?id=4779,Jurnal Ilmiah Sains ,S3,https://ejournal.unsrat.ac.id/index.php/JIS
1652,/journals/detail/?id=1433,DE LEGA LATA : Jurnal Ilmu Hukum,S3,http://jurnal.umsu.ac.id/index.php/delegalata/index
1653,/journals/detail/?id=3843,Dunia Keperawatan : Jurnal Keperawatan dan Kesehatan,S3,https://ppjp.ulm.ac.id/journal/index.php/JDK
1654,/journals/detail/?id=5268,Bioedukasi : Jurnal Biologi dan Pembelajarannya,S3,http://jurnal.unej.ac.id/index.php/BIOED/index
1655,/journals/detail/?id=4436,Jurnal  Al- Bayan: Media Kajian dan Pengembangan Ilmu Dakwah,S3,https://jurnal.ar-raniry.ac.id/index.php/bayan
1656,/journals/detail/?id=5879,Jurnal Ilmiah Farmasi (Scientific Journal of Pharmacy),S3,https://journal.uii.ac.id/JIF
1657,/journals/detail/?id=5277,Journal of Islamic World and Politics,S3,http://journal.umy.ac.id/index.php/jiwp/issue/archive
1658,/journals/detail/?id=4924,SASI,S3,https://fhukum.unpatti.ac.id/jurnal/sasi
1659,/journals/detail/?id=6137,Majalah Farmasi dan Farmakologi,S3,http://journal.unhas.ac.id/index.php/mff/index
1660,/journals/detail/?id=3744,jurnal keperawatan,S3,http://ejournal.umm.ac.id/index.php/keperawatan
1661,/journals/detail/?id=5024,ETTISAL : Journal of Communication,S3,https://ejournal.unida.gontor.ac.id/index.php/ettisal/index
1662,/journals/detail/?id=4443,Jurnal Cakrawala Hukum,S3,http://jurnal.unmer.ac.id/index.php/jch
1663,/journals/detail/?id=92,Jurnal Pendidikan dan Pengajaran,S3,http://ejournal.undiksha.ac.id/index.php/JPP
1664,/journals/detail/?id=5329,MABIS: Manajemen dan Bisnis,S3,http://www.journalmabis.org/mabis
1665,/journals/detail/?id=4392,At-Tijaroh: Jurnal Ilmu Manajemen dan Bisnis Islam,S3,http://jurnal.iain-padangsidimpuan.ac.id/index.php/attijaroh
1666,/journals/detail/?id=6591,FITOFARMAKA | Jurnal Ilmiah Farmasi,S3,https://journal.unpak.ac.id/index.php/fitofarmaka
1667,/journals/detail/?id=6399,Jurnal Geofisika,S3,https://jurnal-geofisika.or.id/index.php/jurnal-geofisika/index
1668,/journals/detail/?id=199,Journal of Aceh Physics Society,S3,http://www.jurnal.unsyiah.ac.id/JAcPS/index
1669,/journals/detail/?id=3044,Jurnal Teknik Pertanian Lampung,S3,http://jurnal.fp.unila.ac.id/index.php/JTP
1670,/journals/detail/?id=4235,Abjadia : International Journal of Education,S3,http://ejournal.uin-malang.ac.id/index.php/abjadia
1671,/journals/detail/?id=3513,Jurnal Ilmu Dasar,S3,https://jurnal.unej.ac.id/index.php/JID
1672,/journals/detail/?id=4482,Arsir : Jurnal Arsitektur,S3,http://jurnal.um-palembang.ac.id/arsir
1673,/journals/detail/?id=4748,SAMARAH: Jurnal Hukum Keluarga dan Hukum Islam,S3,https://jurnal.ar-raniry.ac.id/index.php/samarah
1674,/journals/detail/?id=2583,KONVERSI,S3,http://ppjp.unlam.ac.id/journal/index.php/konversi/index
1675,/journals/detail/?id=3676,Jurnal Ilmu dan Teknologi Peternakan Tropis,S3,http://ojs.uho.ac.id/index.php/peternakan-tropis/index
